,Age,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Nationality_African,Nationality_American,Nationality_Asian,Nationality_Australian,Nationality_European,Fee Structure_High,Fee Structure_Low,Fee Structure_Mid,Loyalty Classification_Gold,Loyalty Classification_Jade,Loyalty Classification_Platinum,Loyalty Classification_Silver,Income Band_Low,Income Band_Mid,Income Band_High
2404,69,206725.55,32434.16,1,3162.54,266597.67,423833.18,383943.0,87160.05,63738.58,1027509.65,1,4,1,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2405,70,150499.78,13605.3,1,3702.43,235855.22,327401.69,213191.8,122280.72,14547.33,893165.04,1,2,2,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2406,41,29624.93,2992.12,3,1362.11,122207.29,64712.43,43544.81,12700.57,26388.75,173310.81,1,1,3,1,8,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2407,27,296513.35,6427.36,1,6121.1,1272299.65,0.0,0.0,0.0,75612.89,221965.81,1,2,4,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2408,78,294401.25,17782.4,1,5760.92,1008739.02,711169.74,495278.92,115946.07,45112.52,1579399.99,1,2,1,2,10,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2409,37,22120.81,13692.28,1,2942.45,620598.3,674389.19,172643.63,396217.14,1713.6,402013.15,2,1,1,1,11,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2410,41,372350.09,61300.8,1,7998.83,250994.47,1252548.2,482633.25,379901.32,9656.16,1735367.37,0,4,1,2,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2411,71,511043.93,74194.47,2,10915.64,568505.21,1059118.67,437981.4,333264.03,82615.02,1467073.48,0,5,2,2,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2412,42,143704.18,22279.95,1,2077.15,876345.25,562292.53,328003.97,206173.93,21817.49,1015410.21,0,3,2,2,14,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2413,78,93560.2,9736.3,2,1875.3,462439.67,378215.14,191098.18,113862.66,7919.15,92110.48,3,1,3,2,15,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2414,68,89107.57,49996.64,1,4900.23,447081.69,2278565.88,656535.93,1414641.84,32874.41,2058655.6,3,4,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2415,44,74607.51,22878.68,3,4016.6,470549.51,493046.85,114038.05,250145.81,33777.03,945463.49,3,1,3,2,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2416,49,77904.11,33876.06,3,3863.74,182644.08,388086.43,450865.12,124644.23,44133.36,267832.11,0,4,3,2,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2417,21,123963.05,43109.22,2,158.32,440826.57,122419.71,92351.71,77124.42,15937.63,114037.59,2,2,3,2,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2418,20,81361.42,21465.02,1,2307.75,241077.45,255753.37,162752.14,169395.09,43737.48,123926.36,3,2,3,2,5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2419,31,148433.6,30624.0,2,3147.68,194129.04,329957.3,198615.07,152164.77,10127.78,992851.2,3,1,3,1,6,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2420,20,292133.53,31322.83,1,4422.5,965371.1,62216.39,32885.81,38636.38,39582.0,1066529.54,1,3,4,2,7,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2421,53,62973.43,10720.35,2,5428.01,146974.3,288823.42,136923.7,78559.97,56302.49,1042143.77,1,2,4,1,8,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
2422,33,53296.28,7048.14,1,469.59,329439.06,175922.72,220648.84,90704.56,10565.53,769853.43,3,2,3,1,9,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2423,28,337917.67,36312.85,1,3451.99,851734.65,803847.9,388064.5,359052.06,61148.52,1893392.88,0,4,1,1,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2424,72,46797.89,10413.27,1,8042.48,95282.57,1491077.4,751318.07,226551.29,12126.3,1603067.0,2,2,2,2,11,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2425,55,42230.54,11345.13,2,1409.97,156919.11,15516.82,6684.17,18906.65,6942.6,394471.0,1,1,3,1,12,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2426,51,74824.17,16606.72,1,933.47,264724.38,263951.93,172013.62,64772.02,10286.42,511396.78,3,1,4,1,13,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2427,51,104795.32,11208.98,3,3380.6,203424.74,489611.49,242748.55,172063.47,9191.88,264968.33,0,1,1,2,14,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2428,62,50240.71,33252.56,3,982.67,1077165.27,537082.88,278487.42,90707.33,53554.85,1521878.73,1,2,1,1,15,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2429,63,253693.57,16016.64,1,1189.45,259315.61,361645.83,186415.38,141675.69,44948.4,897772.4,3,2,1,2,16,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2430,42,407571.37,37277.68,1,812.03,1194138.95,72449.06,63786.68,13914.95,44412.23,1094267.5,3,4,2,2,17,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2431,47,146540.96,22887.92,2,2192.27,623315.91,249977.32,131932.48,226021.16,31531.91,141891.81,0,2,2,1,18,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2432,51,93928.1,19666.64,1,2922.87,446821.23,458924.74,307630.87,173080.19,4099.16,256757.25,2,2,3,1,19,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2433,52,146449.6,46244.43,2,940.47,414681.41,319150.19,129385.21,62104.9,41933.22,2273413.16,2,2,3,2,20,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2434,19,149706.46,36166.32,1,1326.96,1089480.67,71388.98,44336.31,32658.58,31755.38,1158408.04,2,2,3,1,21,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2435,31,26707.69,8541.26,2,219.49,144677.61,191567.38,136370.0,160072.4,12880.51,55336.37,2,1,3,1,22,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2436,27,156845.16,50036.27,2,4489.17,1275318.57,2140826.25,982895.07,396254.82,98999.39,1615706.42,1,2,3,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2437,81,164004.75,3279.5,1,1416.0,892576.0,575717.5,189986.78,277726.12,29947.0,463893.5,3,2,3,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2438,80,185865.95,17603.16,1,2595.57,1092209.21,1448756.02,707789.2,382206.17,34482.65,179563.9,3,2,3,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2439,42,413015.12,53907.38,1,3046.93,483023.83,46434.06,47007.32,9286.81,41929.05,1116113.42,2,4,4,1,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2440,53,114440.95,39806.56,1,3792.41,220084.75,544268.0,294198.92,498667.16,22989.67,593855.71,1,2,4,2,8,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2441,49,163181.15,32889.56,1,3657.24,599145.38,426895.02,235154.04,122822.76,5290.65,257602.64,0,2,3,1,9,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2442,51,128079.37,31635.53,1,6381.32,183650.28,1011443.27,382533.03,210004.15,42183.93,610424.65,3,1,1,1,10,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
2443,35,181474.51,37963.25,3,4394.0,926943.88,571620.95,351766.74,49247.34,70674.11,1686633.52,1,2,2,1,11,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2444,26,246394.3,35706.54,1,4524.56,339448.25,1325711.68,506889.76,500651.12,19861.2,431800.16,0,2,3,1,12,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2445,82,139337.05,9522.63,1,304.59,553308.33,279570.08,71163.29,137243.49,37847.67,927484.27,2,1,4,1,13,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2446,45,396219.01,7217.21,2,8639.9,1377169.25,1373494.45,755421.95,202361.52,69776.62,687064.56,2,4,1,1,14,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2447,74,86385.43,11743.34,1,2450.37,994548.81,1040580.0,699700.34,110516.77,36387.26,1140703.77,2,2,1,1,15,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2448,69,71898.24,14226.3,1,2691.56,622949.74,571028.48,351753.55,73548.47,21108.26,671717.81,3,1,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2449,39,56041.92,10032.32,1,2562.97,51079.43,293506.39,105434.33,172342.39,21220.97,401454.45,2,1,2,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2450,69,82530.07,45451.7,1,3140.53,727372.61,358100.59,326688.26,162841.53,33681.19,538444.12,0,2,2,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2451,58,150098.37,5591.88,1,2055.53,956521.44,1207014.6,359536.26,536222.65,49878.64,466198.2,3,1,3,1,4,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2452,44,156938.29,46310.4,1,4860.31,723968.64,1619690.63,828678.93,260406.07,53990.11,587197.27,3,2,3,1,5,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2453,81,53693.89,10342.61,1,129.2,653263.32,553673.86,422390.36,118725.94,28402.27,77920.42,2,1,3,1,6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2454,62,133956.9,66262.14,3,2796.77,603502.59,1194875.52,926364.16,403706.82,68102.23,579642.78,0,4,3,2,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2455,80,254879.14,44810.67,1,8013.0,824821.2,1755886.45,593368.53,531125.38,42845.41,1274763.06,2,2,3,2,8,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2456,50,276078.13,28839.58,1,3502.89,316820.38,95358.5,105953.89,55398.75,4418.68,301499.11,2,2,3,1,9,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2457,70,99008.0,13014.8,1,1651.68,266807.7,89360.51,35744.2,16649.88,24105.6,1040611.1,1,1,3,2,10,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
2458,28,135470.95,24159.8,1,1588.1,172132.99,607089.96,206762.52,270462.98,38316.39,661025.11,3,1,4,2,11,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2459,55,212962.85,11049.02,2,1721.27,1020310.45,301089.99,129737.96,113900.14,10271.75,227929.55,1,2,4,1,12,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2460,38,503138.53,55930.0,1,1173.59,121454.67,774807.12,528277.58,218354.73,24233.86,1022501.92,3,5,1,1,13,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2461,31,128959.86,25110.87,1,3790.97,806945.24,245076.81,181912.68,85600.02,41412.81,797732.57,0,2,2,2,14,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2462,34,132501.2,14717.4,2,3371.38,133394.92,251158.75,68738.18,166293.53,11044.07,795994.89,1,1,3,2,15,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
2463,45,41442.1,2332.13,1,896.52,220650.1,58475.92,53797.85,34734.7,7419.85,75226.46,0,1,4,1,16,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2464,73,53797.08,10630.4,3,2190.23,598368.72,373578.97,383036.67,72776.97,27516.02,653279.09,1,2,1,1,17,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
2465,75,514507.79,47984.5,1,3730.42,1236855.48,1284147.66,791393.32,786017.82,12251.73,750199.63,1,5,1,1,18,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
2466,27,33978.42,19861.45,1,1037.14,657151.11,473402.12,136760.61,179682.4,19459.44,316231.97,0,1,1,2,19,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2467,51,104500.25,16395.9,1,4071.01,1156725.66,687505.09,164114.12,220755.67,17851.2,499874.13,3,1,2,1,20,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2468,46,96229.97,57912.0,1,10491.44,838614.5,1785745.06,499403.28,1176170.39,35061.52,1283849.91,2,5,2,1,21,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2469,63,92773.75,4323.54,1,3337.91,195565.56,3017361.21,1382146.1,508084.69,31080.74,1310289.37,2,2,3,1,22,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2470,85,69441.37,4001.19,1,1463.09,31365.79,93106.15,109895.78,32480.31,7873.9,374900.4,3,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
2471,36,159584.92,29373.76,1,5558.21,674240.19,815830.63,384316.91,339210.24,43670.84,316959.21,3,2,3,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2472,39,36326.86,18414.0,1,3041.28,751165.61,782751.87,334611.49,136712.69,12228.89,631723.07,3,1,3,2,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
2473,46,181136.14,30762.96,2,2454.61,256129.1,573794.84,558891.07,137859.8,43285.01,1123611.84,0,2,3,2,4,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2474,58,141030.82,23341.14,1,4405.63,1036262.08,645661.43,218963.44,287684.27,25856.95,1771415.7,2,2,3,1,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2475,28,387437.27,17359.55,1,5189.07,375623.85,518662.85,304043.74,259987.21,56830.58,111184.56,2,4,3,1,9,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2476,80,156417.86,7530.17,2,2824.71,417821.92,490114.98,207927.57,278523.93,11971.13,670583.6,2,2,4,2,10,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2477,35,212764.95,41923.37,1,11015.81,134687.93,1816438.36,491238.05,475358.49,93046.2,2889635.17,2,2,4,1,11,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2478,53,49412.97,4016.32,2,764.02,664358.27,103189.39,47023.01,14446.52,20289.35,823954.96,1,1,1,2,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2479,32,152124.83,31244.16,1,7548.22,302888.82,939245.76,278589.84,315602.49,26011.35,1038657.52,2,2,2,2,13,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2480,48,129188.72,48889.95,1,7174.28,118555.03,1234872.76,475822.53,630804.73,16776.34,847056.39,1,2,3,1,14,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2481,64,281404.06,51578.8,3,3347.19,68567.73,315547.38,382481.67,115700.7,904.6,495709.37,3,2,4,1,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2482,47,42385.16,8084.52,1,2287.96,540733.61,0.0,0.0,0.0,20014.07,308688.63,3,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
2483,36,143843.29,17099.12,1,2546.84,283138.0,1601165.63,785087.67,136357.33,18521.6,177708.12,3,2,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2484,23,215594.52,7002.19,1,1351.83,733193.01,44044.29,45987.42,18783.6,22722.33,69448.3,3,2,1,1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2485,55,444732.64,24804.57,2,5173.23,1463959.28,849591.13,335364.92,356604.7,2051.04,487926.92,1,4,2,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
2486,64,62223.13,5403.25,1,1817.38,19043.33,196999.43,154943.37,54451.53,17116.93,462183.45,2,1,2,2,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2487,26,196715.22,8588.72,1,3537.8,48536.46,556830.61,295120.22,290498.53,23872.31,1159400.76,2,2,3,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2488,17,310375.37,4999.28,1,3255.6,112540.47,1312646.53,399501.12,845800.94,85558.53,1600952.63,1,4,3,1,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2489,61,238755.41,18611.45,1,4041.82,1129042.77,1505541.47,547469.63,298160.38,17732.43,1508409.47,0,2,3,1,8,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
2490,24,231471.25,34530.6,1,687.65,204679.25,544808.01,442656.51,176381.59,41004.89,771748.99,0,2,3,1,9,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2491,20,271912.22,47987.28,2,481.8,498543.51,1304703.25,357452.94,284175.09,265.95,2400841.52,1,4,3,1,10,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2492,80,126670.72,39311.0,1,3014.14,347595.64,425301.02,396467.05,298431.56,41444.27,1105772.34,3,3,3,1,11,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2493,28,135342.1,34214.11,1,5969.94,1170851.54,553783.57,367182.59,272317.05,40414.44,1378300.61,0,3,3,2,12,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2494,25,133539.26,21502.92,2,2129.1,0.0,724809.53,126714.95,353534.72,18185.7,550483.58,0,1,4,2,13,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2495,58,168781.14,66158.9,1,131.2,1150087.28,1056468.66,215605.85,251540.16,74636.38,3207843.85,1,4,4,2,14,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2496,67,329938.29,23935.52,2,4935.2,320711.89,603889.38,578008.4,313159.78,41533.79,467754.0,0,4,1,1,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2497,63,312138.72,50900.4,1,4689.5,642511.3,1136736.21,329055.22,255466.51,70299.88,2739484.57,3,2,2,2,16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2498,21,214088.86,45225.68,1,9075.06,1117489.89,393421.82,106604.62,79496.59,36316.25,289815.53,1,4,3,2,17,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2499,58,441082.48,27620.74,2,1212.17,748824.44,1119155.41,395563.55,654609.43,46764.16,1633122.54,1,3,4,1,18,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2500,51,158330.42,59844.16,2,5084.35,604161.37,270036.51,191638.81,219513.55,19726.03,1227061.51,3,5,1,1,19,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2501,35,100215.75,25225.0,2,974.1,523111.2,22559.04,12783.46,18114.91,5793.3,118789.2,1,2,1,2,20,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2502,68,402994.13,18494.84,2,987.71,1850625.91,3049414.76,1716707.57,569224.09,82132.6,3119550.93,3,4,1,1,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2503,46,70434.0,29576.96,3,4446.19,410803.14,475859.82,333648.84,198384.32,23860.13,990659.81,0,2,2,2,22,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2504,65,426222.38,25667.88,2,7175.73,1282622.98,1003542.58,558575.58,322175.04,70054.89,1080812.04,2,3,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2505,80,326034.01,14790.87,2,6771.98,1331344.71,1020870.62,938731.6,225295.58,41971.62,1218304.73,2,4,3,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2506,37,129752.45,5854.88,1,1335.65,315975.65,12299.17,11004.52,12899.02,10561.94,295619.23,2,2,3,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2507,51,401797.9,34974.18,1,4459.54,1464990.62,1484238.17,766856.39,549910.24,1841.94,1513425.38,2,3,3,1,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2508,57,354870.29,18874.44,1,5838.33,861398.58,495556.41,282351.91,349713.0,34401.87,352937.26,2,3,3,1,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2509,27,385996.98,61463.58,1,2298.02,639113.19,348199.42,528995.27,98433.3,33124.45,965780.12,3,3,3,2,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2510,31,62697.4,6794.48,2,5844.52,1398294.55,423507.06,90306.65,117180.67,30112.14,284386.77,1,2,3,2,10,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2511,24,96671.07,18183.9,1,771.33,174294.11,287273.49,83671.89,181568.0,38277.75,460135.42,3,1,3,2,11,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2512,81,36835.64,13692.28,1,947.07,315059.23,186137.94,90160.56,122414.78,7164.95,111986.2,3,1,4,2,12,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2513,79,218888.31,26806.8,1,8544.43,1424013.96,914426.93,431812.72,245879.24,95534.31,1383168.08,1,4,4,2,13,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2514,69,63676.05,24191.09,1,9553.04,920096.1,1388245.06,293291.21,437981.54,39903.63,2453030.87,1,3,1,1,14,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2515,38,140115.83,42267.12,1,6843.4,120706.43,511243.39,252167.35,114718.87,74845.61,2123424.55,1,2,2,2,15,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2516,19,148213.62,46366.1,2,5667.0,251193.41,246249.98,194015.13,56363.88,48422.51,449261.74,3,2,3,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2517,64,221981.81,34944.75,2,5115.15,376658.91,1048812.59,262203.15,496243.74,24860.52,1248586.65,2,3,4,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2518,48,71822.34,2133.82,3,1422.46,325091.98,30069.15,22156.21,14274.93,12464.94,371283.64,3,1,1,2,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2519,40,257023.83,9653.49,3,5757.7,491066.6,1528492.29,738771.27,567070.64,6308.06,1904155.34,1,2,1,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2520,73,47361.01,22384.79,1,2098.86,519939.71,153203.86,104973.02,22129.45,11768.89,608738.38,3,1,1,1,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
2521,83,112050.56,16531.2,1,2087.57,611149.26,705779.7,464328.75,181088.21,11029.0,822936.54,1,2,2,2,6,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2522,84,67982.46,8794.05,1,3555.46,1042319.02,694986.09,418410.0,151194.93,61585.59,148679.48,2,2,2,2,7,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2523,17,353467.78,4487.81,2,3036.95,909814.53,320802.15,217980.95,228098.55,26363.42,763016.58,3,3,3,2,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2524,43,282954.63,18883.9,1,4110.58,372766.7,74733.11,32414.36,29965.28,16825.18,171225.35,3,2,3,2,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
2525,72,215582.05,31198.12,1,7470.4,0.0,851935.54,494426.88,218308.48,73963.14,1412228.12,3,4,3,2,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2526,29,125473.53,35375.15,2,8807.26,811683.04,2683281.65,1092478.96,453282.94,44597.56,2919601.37,1,5,3,2,11,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2527,54,215060.45,30716.63,2,1391.16,348258.12,183267.92,107077.88,52385.8,6188.7,1071917.66,2,2,3,2,12,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2528,60,88444.07,3905.8,3,4093.89,88278.93,676061.16,448658.77,92927.68,42047.41,1626845.06,1,2,3,1,13,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
2529,68,218904.13,19883.56,1,4424.85,354944.9,841209.18,424940.72,229988.32,13695.37,181543.71,1,2,3,2,14,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2530,48,202276.06,6943.76,2,1574.35,586072.04,962053.57,638604.52,127803.84,13086.63,1527720.9,3,2,4,2,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2531,55,43011.56,19921.5,2,848.54,165875.8,12790.94,5513.34,19682.61,10782.78,254816.77,2,1,4,1,16,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2532,36,202863.47,43941.96,3,740.6,878129.72,45080.56,32962.13,15511.59,23859.28,263453.75,0,2,1,2,17,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2533,85,310932.99,8570.52,1,3439.77,179299.11,635861.07,289877.84,767802.25,5633.75,940255.75,0,3,2,2,18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2534,40,140387.6,55330.3,1,332.28,1267435.2,2796610.66,988135.77,1042762.89,32027.75,2487114.74,2,2,3,2,19,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2535,39,262799.91,58301.88,1,8892.62,1557602.43,247721.87,61514.83,62844.88,87239.02,1867597.47,1,3,4,2,20,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
2536,19,115893.22,3897.32,1,2213.66,479711.5,61914.64,16776.87,19924.53,169.14,409422.04,0,1,1,2,21,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2537,68,136105.54,42499.8,1,8163.02,1495245.96,2146327.17,588509.06,811103.96,56098.49,273110.64,0,3,1,2,22,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2538,33,172611.65,20654.19,2,691.18,62672.07,32128.28,24800.78,28723.81,22005.81,193132.18,0,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2539,40,238307.99,31326.96,2,5725.3,109711.87,1395620.04,988564.19,116883.18,2954.52,432897.38,3,2,2,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2540,20,23597.68,4617.34,3,1786.93,309177.9,104217.47,46187.29,65017.49,15891.99,260989.41,0,1,2,2,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
2541,77,183024.41,22223.25,1,1303.23,235700.94,2006627.38,818492.75,436441.46,78315.08,1728187.62,3,3,3,1,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2542,62,40981.63,5466.72,2,2242.78,0.0,331611.66,172619.77,174618.52,3762.29,285859.43,1,1,3,1,8,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
2543,85,91420.58,42986.58,2,5813.52,375074.92,536225.46,272301.99,170084.01,45547.17,2725502.71,0,4,3,2,9,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2544,59,376968.38,12973.5,1,10157.22,1144147.98,1016581.36,264589.67,306506.24,12775.37,1491093.26,3,3,3,2,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2545,71,327029.22,25006.88,1,2560.88,549067.86,905498.81,796042.91,159208.58,15846.21,1509686.85,3,3,3,2,11,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2546,43,39044.99,17828.37,1,1543.78,59876.89,39778.78,57308.41,6978.14,4056.73,383326.14,2,1,3,2,12,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
2547,65,121504.38,40011.84,1,6995.09,1228216.03,674893.23,364660.05,152667.38,38104.7,1091008.74,2,2,3,1,13,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2548,25,152363.88,19332.12,1,1856.23,747292.85,871947.7,444871.27,275820.19,47592.16,1323280.39,1,2,4,2,14,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2549,58,194156.82,25462.8,2,6404.31,1694406.78,129195.69,78691.92,19766.94,48734.73,516239.46,0,4,4,2,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2550,26,56797.44,18400.8,1,20.13,310733.07,26910.57,26119.08,14935.37,24534.67,95254.4,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
2551,21,408120.18,18073.38,1,5415.01,329166.04,328323.97,138578.3,83573.37,23624.0,1307746.44,1,3,2,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
